ts,time,asset_id,server_id,rack_id,room_id,asset_temp_inlet_c,rack_inlet_c,room_temp_c,server_temp_c
t_066,2025-01-01T05:25:00Z,GPU-R04-S03-G03,R04-S03,R04,Room-1,66.43,66.43,66.43,66.43
t_067,2025-01-01T05:30:00Z,GPU-R04-S03-G03,R04-S03,R04,Room-1,66.44,66.44,66.44,66.44
t_068,2025-01-01T05:35:00Z,GPU-R04-S03-G03,R04-S03,R04,Room-1,66.94,66.94,66.94,66.94
t_069,2025-01-01T05:40:00Z,GPU-R04-S03-G03,R04-S03,R04,Room-1,67.55,67.55,67.55,67.55
t_070,2025-01-01T05:45:00Z,GPU-R04-S03-G03,R04-S03,R04,Room-1,67.61,67.61,67.61,67.61
t_071,2025-01-01T05:50:00Z,GPU-R04-S03-G03,R04-S03,R04,Room-1,67.93,67.93,67.93,67.93
t_072,2025-01-01T05:55:00Z,GPU-R04-S03-G03,R04-S03,R04,Room-1,67.73,67.73,67.73,67.73
t_073,2025-01-01T06:00:00Z,GPU-R04-S03-G03,R04-S03,R04,Room-1,67.14,67.14,67.14,67.14
t_074,2025-01-01T06:05:00Z,GPU-R04-S03-G03,R04-S03,R04,Room-1,67.07,67.07,67.07,67.07
t_075,2025-01-01T06:10:00Z,GPU-R04-S03-G03,R04-S03,R04,Room-1,67.02,67.02,67.02,67.02
t_076,2025-01-01T06:15:00Z,GPU-R04-S03-G03,R04-S03,R04,Room-1,66.61,66.61,66.61,66.61
t_077,2025-01-01T06:20:00Z,GPU-R04-S03-G03,R04-S03,R04,Room-1,66.61,66.61,66.61,66.61
t_078,2025-01-01T06:25:00Z,GPU-R04-S03-G03,R04-S03,R04,Room-1,67.17,67.17,67.17,67.17
t_079,2025-01-01T06:30:00Z,GPU-R04-S03-G03,R04-S03,R04,Room-1,67.02,67.02,67.02,67.02
t_080,2025-01-01T06:35:00Z,GPU-R04-S03-G03,R04-S03,R04,Room-1,67.67,67.67,67.67,67.67
t_081,2025-01-01T06:40:00Z,GPU-R04-S03-G03,R04-S03,R04,Room-1,67.28,67.28,67.28,67.28
t_082,2025-01-01T06:45:00Z,GPU-R04-S03-G03,R04-S03,R04,Room-1,66.81,66.81,66.81,66.81
t_083,2025-01-01T06:50:00Z,GPU-R04-S03-G03,R04-S03,R04,Room-1,66.32,66.32,66.32,66.32
t_084,2025-01-01T06:55:00Z,GPU-R04-S03-G03,R04-S03,R04,Room-1,66.5,66.5,66.5,66.5
t_085,2025-01-01T07:00:00Z,GPU-R04-S03-G03,R04-S03,R04,Room-1,66.45,66.45,66.45,66.45
t_086,2025-01-01T07:05:00Z,GPU-R04-S03-G03,R04-S03,R04,Room-1,66.54,66.54,66.54,66.54
t_087,2025-01-01T07:10:00Z,GPU-R04-S03-G03,R04-S03,R04,Room-1,66.92,66.92,66.92,66.92
t_088,2025-01-01T07:15:00Z,GPU-R04-S03-G03,R04-S03,R04,Room-1,67.42,67.42,67.42,67.42
t_089,2025-01-01T07:20:00Z,GPU-R04-S03-G03,R04-S03,R04,Room-1,67.23,67.23,67.23,67.23
t_090,2025-01-01T07:25:00Z,GPU-R04-S03-G03,R04-S03,R04,Room-1,67.8,67.8,67.8,67.8
t_091,2025-01-01T07:30:00Z,GPU-R04-S03-G03,R04-S03,R04,Room-1,67.71,67.71,67.71,67.71
t_092,2025-01-01T07:35:00Z,GPU-R04-S03-G03,R04-S03,R04,Room-1,67.55,67.55,67.55,67.55
t_093,2025-01-01T07:40:00Z,GPU-R04-S03-G03,R04-S03,R04,Room-1,67.05,67.05,67.05,67.05
t_094,2025-01-01T07:45:00Z,GPU-R04-S03-G03,R04-S03,R04,Room-1,66.69,66.69,66.69,66.69
t_095,2025-01-01T07:50:00Z,GPU-R04-S03-G03,R04-S03,R04,Room-1,66.69,66.69,66.69,66.69
t_096,2025-01-01T07:55:00Z,GPU-R04-S03-G03,R04-S03,R04,Room-1,66.8,66.8,66.8,66.8
t_001,2025-01-01T00:00:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,66.7,66.7,66.7,66.7
t_002,2025-01-01T00:05:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,67.11,67.11,67.11,67.11
t_003,2025-01-01T00:10:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,67.55,67.55,67.55,67.55
t_004,2025-01-01T00:15:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,66.84,66.84,66.84,66.84
t_005,2025-01-01T00:20:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,66.6,66.6,66.6,66.6
t_006,2025-01-01T00:25:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,66.88,66.88,66.88,66.88
t_007,2025-01-01T00:30:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,67.23,67.23,67.23,67.23
t_008,2025-01-01T00:35:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,67.29,67.29,67.29,67.29
t_009,2025-01-01T00:40:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,67.23,67.23,67.23,67.23
t_010,2025-01-01T00:45:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,67.24,67.24,67.24,67.24
t_011,2025-01-01T00:50:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,67.38,67.38,67.38,67.38
t_012,2025-01-01T00:55:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,67.43,67.43,67.43,67.43
t_013,2025-01-01T01:00:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.55,68.55,68.55,68.55
t_014,2025-01-01T01:05:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.19,68.19,68.19,68.19
t_015,2025-01-01T01:10:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,67.87,67.87,67.87,67.87
t_016,2025-01-01T01:15:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.05,68.05,68.05,68.05
t_017,2025-01-01T01:20:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.37,68.37,68.37,68.37
t_018,2025-01-01T01:25:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.31,68.31,68.31,68.31
t_019,2025-01-01T01:30:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.25,68.25,68.25,68.25
t_020,2025-01-01T01:35:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.11,68.11,68.11,68.11
t_021,2025-01-01T01:40:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.47,68.47,68.47,68.47
t_022,2025-01-01T01:45:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.24,68.24,68.24,68.24
t_023,2025-01-01T01:50:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.05,68.05,68.05,68.05
t_024,2025-01-01T01:55:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.38,68.38,68.38,68.38
t_025,2025-01-01T02:00:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.7,68.7,68.7,68.7
t_026,2025-01-01T02:05:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.48,68.48,68.48,68.48
t_027,2025-01-01T02:10:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.25,68.25,68.25,68.25
t_028,2025-01-01T02:15:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.7,68.7,68.7,68.7
t_029,2025-01-01T02:20:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,69.05,69.05,69.05,69.05
t_030,2025-01-01T02:25:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,69.32,69.32,69.32,69.32
t_031,2025-01-01T02:30:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.91,68.91,68.91,68.91
t_032,2025-01-01T02:35:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.3,68.3,68.3,68.3
t_033,2025-01-01T02:40:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.55,68.55,68.55,68.55
t_034,2025-01-01T02:45:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.49,68.49,68.49,68.49
t_035,2025-01-01T02:50:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.83,68.83,68.83,68.83
t_036,2025-01-01T02:55:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.26,68.26,68.26,68.26
t_037,2025-01-01T03:00:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.82,68.82,68.82,68.82
t_038,2025-01-01T03:05:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.58,68.58,68.58,68.58
t_039,2025-01-01T03:10:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.42,68.42,68.42,68.42
t_040,2025-01-01T03:15:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.42,68.42,68.42,68.42
t_041,2025-01-01T03:20:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.09,68.09,68.09,68.09
t_042,2025-01-01T03:25:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.08,68.08,68.08,68.08
t_043,2025-01-01T03:30:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,67.79,67.79,67.79,67.79
t_044,2025-01-01T03:35:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,67.81,67.81,67.81,67.81
t_045,2025-01-01T03:40:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,67.45,67.45,67.45,67.45
t_046,2025-01-01T03:45:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,67.14,67.14,67.14,67.14
t_047,2025-01-01T03:50:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,67.42,67.42,67.42,67.42
t_048,2025-01-01T03:55:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.16,68.16,68.16,68.16
t_049,2025-01-01T04:00:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,67.98,67.98,67.98,67.98
t_050,2025-01-01T04:05:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,67.67,67.67,67.67,67.67
t_051,2025-01-01T04:10:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,67.96,67.96,67.96,67.96
t_052,2025-01-01T04:15:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,67.8,67.8,67.8,67.8
t_053,2025-01-01T04:20:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,67.99,67.99,67.99,67.99
t_054,2025-01-01T04:25:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,67.35,67.35,67.35,67.35
t_055,2025-01-01T04:30:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,67.51,67.51,67.51,67.51
t_056,2025-01-01T04:35:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.22,68.22,68.22,68.22
t_057,2025-01-01T04:40:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.22,68.22,68.22,68.22
t_058,2025-01-01T04:45:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.58,68.58,68.58,68.58
t_059,2025-01-01T04:50:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.51,68.51,68.51,68.51
t_060,2025-01-01T04:55:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.75,68.75,68.75,68.75
t_061,2025-01-01T05:00:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.5,68.5,68.5,68.5
t_062,2025-01-01T05:05:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.25,68.25,68.25,68.25
t_063,2025-01-01T05:10:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.31,68.31,68.31,68.31
t_064,2025-01-01T05:15:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.39,68.39,68.39,68.39
t_065,2025-01-01T05:20:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.74,68.74,68.74,68.74
t_066,2025-01-01T05:25:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.95,68.95,68.95,68.95
t_067,2025-01-01T05:30:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.56,68.56,68.56,68.56
t_068,2025-01-01T05:35:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.35,68.35,68.35,68.35
t_069,2025-01-01T05:40:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.19,68.19,68.19,68.19
t_070,2025-01-01T05:45:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.33,68.33,68.33,68.33
t_071,2025-01-01T05:50:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,67.75,67.75,67.75,67.75
t_072,2025-01-01T05:55:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.05,68.05,68.05,68.05
t_073,2025-01-01T06:00:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,67.99,67.99,67.99,67.99
t_074,2025-01-01T06:05:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,67.97,67.97,67.97,67.97
t_075,2025-01-01T06:10:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.17,68.17,68.17,68.17
t_076,2025-01-01T06:15:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.06,68.06,68.06,68.06
t_077,2025-01-01T06:20:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,67.75,67.75,67.75,67.75
t_078,2025-01-01T06:25:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,67.45,67.45,67.45,67.45
t_079,2025-01-01T06:30:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,67.22,67.22,67.22,67.22
t_080,2025-01-01T06:35:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,67.31,67.31,67.31,67.31
t_081,2025-01-01T06:40:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,66.79,66.79,66.79,66.79
t_082,2025-01-01T06:45:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,66.37,66.37,66.37,66.37
t_083,2025-01-01T06:50:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,66.72,66.72,66.72,66.72
t_084,2025-01-01T06:55:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,66.48,66.48,66.48,66.48
t_085,2025-01-01T07:00:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,66.37,66.37,66.37,66.37
t_086,2025-01-01T07:05:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,67.19,67.19,67.19,67.19
t_087,2025-01-01T07:10:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,67.04,67.04,67.04,67.04
t_088,2025-01-01T07:15:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,66.91,66.91,66.91,66.91
t_089,2025-01-01T07:20:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,67.1,67.1,67.1,67.1
t_090,2025-01-01T07:25:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,67.39,67.39,67.39,67.39
t_091,2025-01-01T07:30:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,67.65,67.65,67.65,67.65
t_092,2025-01-01T07:35:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.55,68.55,68.55,68.55
t_093,2025-01-01T07:40:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,69.16,69.16,69.16,69.16
t_094,2025-01-01T07:45:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,69.45,69.45,69.45,69.45
t_095,2025-01-01T07:50:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.83,68.83,68.83,68.83
t_096,2025-01-01T07:55:00Z,GPU-R04-S04-G01,R04-S04,R04,Room-1,68.61,68.61,68.61,68.61
t_001,2025-01-01T00:00:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67,67,67,67
t_002,2025-01-01T00:05:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,66.56,66.56,66.56,66.56
t_003,2025-01-01T00:10:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,66.72,66.72,66.72,66.72
t_004,2025-01-01T00:15:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,66.96,66.96,66.96,66.96
t_005,2025-01-01T00:20:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,66.64,66.64,66.64,66.64
t_006,2025-01-01T00:25:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,66.57,66.57,66.57,66.57
t_007,2025-01-01T00:30:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.2,67.2,67.2,67.2
t_008,2025-01-01T00:35:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.24,67.24,67.24,67.24
t_009,2025-01-01T00:40:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.7,67.7,67.7,67.7
t_010,2025-01-01T00:45:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.87,67.87,67.87,67.87
t_011,2025-01-01T00:50:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.75,67.75,67.75,67.75
t_012,2025-01-01T00:55:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.48,67.48,67.48,67.48
t_013,2025-01-01T01:00:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.66,67.66,67.66,67.66
t_014,2025-01-01T01:05:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.45,67.45,67.45,67.45
t_015,2025-01-01T01:10:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.44,67.44,67.44,67.44
t_016,2025-01-01T01:15:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.57,67.57,67.57,67.57
t_017,2025-01-01T01:20:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.55,67.55,67.55,67.55
t_018,2025-01-01T01:25:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.23,67.23,67.23,67.23
t_019,2025-01-01T01:30:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,66.88,66.88,66.88,66.88
t_020,2025-01-01T01:35:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.05,67.05,67.05,67.05
t_021,2025-01-01T01:40:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.32,67.32,67.32,67.32
t_022,2025-01-01T01:45:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.46,67.46,67.46,67.46
t_023,2025-01-01T01:50:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.66,67.66,67.66,67.66
t_024,2025-01-01T01:55:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.27,67.27,67.27,67.27
t_025,2025-01-01T02:00:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.21,67.21,67.21,67.21
t_026,2025-01-01T02:05:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.51,67.51,67.51,67.51
t_027,2025-01-01T02:10:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,68.02,68.02,68.02,68.02
t_028,2025-01-01T02:15:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.67,67.67,67.67,67.67
t_029,2025-01-01T02:20:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.09,67.09,67.09,67.09
t_030,2025-01-01T02:25:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.18,67.18,67.18,67.18
t_031,2025-01-01T02:30:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.34,67.34,67.34,67.34
t_032,2025-01-01T02:35:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.68,67.68,67.68,67.68
t_033,2025-01-01T02:40:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,68.2,68.2,68.2,68.2
t_034,2025-01-01T02:45:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,68.14,68.14,68.14,68.14
t_035,2025-01-01T02:50:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.64,67.64,67.64,67.64
t_036,2025-01-01T02:55:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.09,67.09,67.09,67.09
t_037,2025-01-01T03:00:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,66.55,66.55,66.55,66.55
t_038,2025-01-01T03:05:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,66.62,66.62,66.62,66.62
t_039,2025-01-01T03:10:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,66.84,66.84,66.84,66.84
t_040,2025-01-01T03:15:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,66.68,66.68,66.68,66.68
t_041,2025-01-01T03:20:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.21,67.21,67.21,67.21
t_042,2025-01-01T03:25:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.45,67.45,67.45,67.45
t_043,2025-01-01T03:30:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.38,67.38,67.38,67.38
t_044,2025-01-01T03:35:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.65,67.65,67.65,67.65
t_045,2025-01-01T03:40:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.81,67.81,67.81,67.81
t_046,2025-01-01T03:45:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.68,67.68,67.68,67.68
t_047,2025-01-01T03:50:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.85,67.85,67.85,67.85
t_048,2025-01-01T03:55:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,68.3,68.3,68.3,68.3
t_049,2025-01-01T04:00:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,68.54,68.54,68.54,68.54
t_050,2025-01-01T04:05:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,68.7,68.7,68.7,68.7
t_051,2025-01-01T04:10:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,68.45,68.45,68.45,68.45
t_052,2025-01-01T04:15:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,68.46,68.46,68.46,68.46
t_053,2025-01-01T04:20:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,68.04,68.04,68.04,68.04
t_054,2025-01-01T04:25:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,68.14,68.14,68.14,68.14
t_055,2025-01-01T04:30:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.96,67.96,67.96,67.96
t_056,2025-01-01T04:35:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.66,67.66,67.66,67.66
t_057,2025-01-01T04:40:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.34,67.34,67.34,67.34
t_058,2025-01-01T04:45:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.39,67.39,67.39,67.39
t_059,2025-01-01T04:50:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.33,67.33,67.33,67.33
t_060,2025-01-01T04:55:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.06,67.06,67.06,67.06
t_061,2025-01-01T05:00:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.13,67.13,67.13,67.13
t_062,2025-01-01T05:05:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.78,67.78,67.78,67.78
t_063,2025-01-01T05:10:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,68.38,68.38,68.38,68.38
t_064,2025-01-01T05:15:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,68.08,68.08,68.08,68.08
t_065,2025-01-01T05:20:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.82,67.82,67.82,67.82
t_066,2025-01-01T05:25:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.84,67.84,67.84,67.84
t_067,2025-01-01T05:30:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.71,67.71,67.71,67.71
t_068,2025-01-01T05:35:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,68.34,68.34,68.34,68.34
t_069,2025-01-01T05:40:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,68.47,68.47,68.47,68.47
t_070,2025-01-01T05:45:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,68.62,68.62,68.62,68.62
t_071,2025-01-01T05:50:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,68.75,68.75,68.75,68.75
t_072,2025-01-01T05:55:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,68.58,68.58,68.58,68.58
t_073,2025-01-01T06:00:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,68.81,68.81,68.81,68.81
t_074,2025-01-01T06:05:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,68.25,68.25,68.25,68.25
t_075,2025-01-01T06:10:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,68.22,68.22,68.22,68.22
t_076,2025-01-01T06:15:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,68.65,68.65,68.65,68.65
t_077,2025-01-01T06:20:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.95,67.95,67.95,67.95
t_078,2025-01-01T06:25:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.57,67.57,67.57,67.57
t_079,2025-01-01T06:30:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.19,67.19,67.19,67.19
t_080,2025-01-01T06:35:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.48,67.48,67.48,67.48
t_081,2025-01-01T06:40:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.49,67.49,67.49,67.49
t_082,2025-01-01T06:45:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.42,67.42,67.42,67.42
t_083,2025-01-01T06:50:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.7,67.7,67.7,67.7
t_084,2025-01-01T06:55:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.06,67.06,67.06,67.06
t_085,2025-01-01T07:00:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.43,67.43,67.43,67.43
t_086,2025-01-01T07:05:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.28,67.28,67.28,67.28
t_087,2025-01-01T07:10:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.45,67.45,67.45,67.45
t_088,2025-01-01T07:15:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.82,67.82,67.82,67.82
t_089,2025-01-01T07:20:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.58,67.58,67.58,67.58
t_090,2025-01-01T07:25:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,68.19,68.19,68.19,68.19
t_091,2025-01-01T07:30:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,68.1,68.1,68.1,68.1
t_092,2025-01-01T07:35:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,68.36,68.36,68.36,68.36
t_093,2025-01-01T07:40:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.74,67.74,67.74,67.74
t_094,2025-01-01T07:45:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.44,67.44,67.44,67.44
t_095,2025-01-01T07:50:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.43,67.43,67.43,67.43
t_096,2025-01-01T07:55:00Z,GPU-R04-S04-G02,R04-S04,R04,Room-1,67.78,67.78,67.78,67.78
t_001,2025-01-01T00:00:00Z,GPU-R04-S04-G03,R04-S04,R04,Room-1,68.78,68.78,68.78,68.78
t_002,2025-01-01T00:05:00Z,GPU-R04-S04-G03,R04-S04,R04,Room-1,68.28,68.28,68.28,68.28
